1331,democrat
1808,democrat
1042,democrat
1090,republican
54,democrat
1018,democrat
1902,democrat
222,democrat
535,democrat
118,republican
2672,democrat
1651,republican
3205,democrat
122,republican
911,democrat
2649,democrat
2303,democrat
1222,democrat
450,democrat
3019,republican
567,republican
1298,republican
893,republican
3215,republican
1235,democrat
1198,democrat
751,republican
1765,democrat
1241,republican
2376,democrat
2438,democrat
2994,democrat
2302,democrat
761,democrat
689,democrat
2070,republican
1848,democrat
2469,republican
206,democrat
1906,democrat
1204,democrat
1945,democrat
2996,democrat
1059,republican
1639,republican
1991,democrat
1485,democrat
818,republican
1014,republican
2270,democrat
2236,republican
2245,democrat
3058,republican
2949,democrat
2364,republican
964,democrat
1142,democrat
407,republican
1011,democrat
1562,democrat
1016,democrat
2601,democrat
1719,republican
3085,republican
1391,republican
1093,republican
443,democrat
2866,republican
2765,democrat
329,democrat
2864,republican
574,republican
2593,democrat
2351,democrat
3050,republican
2499,republican
126,democrat
1553,republican
397,democrat
662,democrat
894,democrat
1613,republican
1132,democrat
1646,democrat
1338,democrat
2132,democrat
1669,democrat
1236,republican
2735,republican
2284,republican
1579,republican
627,republican
3208,democrat
1037,republican
2963,republican
1192,democrat
2968,republican
626,democrat
2889,republican
74,democrat
781,democrat
1681,democrat
2519,democrat
2941,democrat
2039,democrat
492,democrat
45,republican
1058,republican
2824,republican
2968,democrat
1308,democrat
2785,democrat
1031,republican
2161,republican
755,democrat
3161,republican
2309,democrat
1640,republican
1158,republican
277,republican
1201,democrat
1240,republican
4,democrat
1511,democrat
770,democrat
2807,republican
2097,democrat
2123,democrat
2213,republican
696,republican
215,republican
69,democrat
398,democrat
610,republican
133,democrat
2844,republican
564,republican
2529,democrat
746,democrat
2652,republican
1851,democrat
1470,democrat
3015,democrat
608,democrat
145,democrat
413,democrat
2846,democrat
2037,democrat
946,republican
662,democrat
2151,republican
652,democrat
2180,democrat
1869,republican
719,republican
3194,democrat
2217,democrat
460,republican
3029,democrat
2853,democrat
2170,republican
202,republican
1912,republican
542,republican
1958,republican
1138,democrat
2332,democrat
163,democrat
2889,democrat
593,democrat
171,democrat
1468,democrat
2282,democrat
2531,republican
1746,democrat
2426,republican
1128,republican
921,democrat
255,democrat
631,republican
2446,democrat
2380,democrat
2353,democrat
777,democrat
1487,democrat
983,democrat
1766,republican
3191,democrat
1406,republican
2736,republican
2991,democrat
1554,democrat
1467,republican
1669,republican
1287,democrat
1577,democrat
2063,republican
1006,democrat
1349,democrat
107,democrat
1242,democrat
2545,democrat
2921,democrat
1712,republican
561,republican
1378,democrat
2987,democrat
1770,democrat
102,democrat
1505,democrat
104,republican
562,democrat
2864,republican
2001,democrat
1361,democrat
1119,democrat
2716,republican
725,democrat
94,democrat
957,democrat
3055,republican
353,democrat
2060,democrat
2397,republican
3130,republican
2876,democrat
2835,republican
2448,democrat
231,democrat
510,republican
2388,republican
2005,republican
2253,republican
2815,republican
668,democrat
2921,democrat
1491,democrat
1940,republican
2795,republican
486,democrat
1561,republican
822,democrat
2381,republican
858,democrat
191,republican
367,democrat
1695,democrat
210,republican
3071,republican
2687,republican
2957,republican
925,democrat
1329,republican
262,republican
1652,democrat
1672,republican
723,republican
122,democrat
522,democrat
2974,republican
242,democrat
1723,republican
998,democrat
2755,republican
1046,democrat
3162,democrat
3138,democrat
1921,democrat
1858,democrat
563,republican
1188,democrat
48,republican
2046,democrat
357,democrat
927,democrat
620,republican
1285,republican
143,republican
1174,democrat
787,republican
2600,republican
1530,republican
1995,republican
2658,democrat
2237,republican
378,republican
1906,republican
2247,democrat
1679,democrat
1391,democrat
836,republican
2642,democrat
1905,democrat
3074,democrat
1935,democrat
1841,republican
2754,democrat
2802,democrat
3109,republican
2549,republican
1977,democrat
1599,republican
554,democrat
1716,democrat
1237,democrat
1577,democrat
320,republican
1858,republican
286,democrat
2402,democrat
1010,democrat
1914,republican
554,democrat
2966,republican
659,democrat
1968,democrat
2679,republican
92,republican
1405,democrat
1250,democrat
512,democrat
2933,republican
171,republican
1809,republican
2685,democrat
124,republican
1261,democrat
1712,democrat
959,republican
3196,republican
2825,republican
1972,republican
1708,republican
617,republican
164,democrat
422,democrat
1825,republican
829,republican
2975,republican
853,democrat
243,republican
974,republican
3088,republican
2947,democrat
1729,republican
2583,republican
287,republican
219,democrat
1387,democrat
432,republican
309,republican
862,democrat
2787,democrat
2813,democrat
1925,republican
2158,republican
1170,democrat
1349,republican
784,republican
65,republican
2501,republican
2112,democrat
1423,republican
2550,democrat
1142,republican
208,republican
195,democrat
261,republican
370,democrat
1924,republican
2757,democrat
1051,republican
3203,democrat
489,republican
803,republican
2047,democrat
2691,republican
610,republican
3055,republican
601,republican
2847,republican
300,republican
1504,democrat
1623,republican
2959,republican
368,republican
1156,republican
2745,republican
760,republican
2795,democrat
1748,republican
1537,republican
715,democrat
1376,democrat
1054,democrat
8,democrat
2890,republican
2055,democrat
3174,republican
1415,democrat
2265,republican
1453,republican
605,republican
695,democrat
3134,republican
517,democrat
2222,democrat
2316,democrat
2362,republican
3158,republican
1390,democrat
193,republican
1980,democrat
579,republican
1502,republican
1601,republican
2494,republican
931,republican
695,democrat
2448,republican
2297,republican
2420,democrat
2307,republican
1683,democrat
2554,republican
2944,republican
1543,republican
770,democrat
1722,democrat
271,republican
1847,democrat
753,democrat
1095,republican
463,republican
1262,republican
666,republican
211,republican
665,democrat
1341,republican
1982,democrat
115,democrat
3093,republican
1614,republican
1867,democrat
2396,republican
16,republican
2625,republican
2299,democrat
2171,democrat
2863,republican
3125,democrat
2056,democrat
608,republican
2495,republican
1505,republican
1259,democrat
3023,republican
2554,democrat
89,republican
2588,republican
244,democrat
2484,democrat
1007,democrat
929,democrat
1142,republican
2229,republican
2682,democrat
1800,republican
2732,democrat
3141,democrat
1035,democrat
865,democrat
181,republican
1157,republican
2020,republican
2623,republican
308,democrat
1127,republican
1717,republican
1191,democrat
1238,republican
3077,republican
976,democrat
752,democrat
237,republican
1514,democrat
2211,democrat
3207,democrat
2753,democrat
1497,democrat
2497,democrat
1049,democrat
1169,democrat
286,democrat
200,democrat
617,democrat
1899,republican
773,republican
1700,democrat
1577,democrat
2906,democrat
3028,democrat
2328,democrat
2995,republican
3217,democrat
1027,republican
3183,republican
3159,democrat
736,democrat
347,democrat
928,democrat
1489,democrat
3210,republican
113,democrat
1853,republican
752,democrat
3139,democrat
2056,republican
2780,republican
724,republican
113,republican
689,democrat
407,republican
277,democrat
760,republican
1312,republican
1170,republican
2269,democrat
457,democrat
2054,republican
3133,republican
428,democrat
556,republican
2041,democrat
2050,democrat
2425,democrat
1929,republican
2052,republican
3046,republican
3157,democrat
2322,republican
893,democrat
3219,republican
1193,democrat
2574,democrat
2917,democrat
1256,democrat
299,democrat
1739,republican
1218,democrat
2759,republican
1734,republican
1043,republican
1419,republican
506,republican
1638,republican
2665,republican
1101,democrat
2923,republican
1767,democrat
2123,democrat
2145,democrat
2814,democrat
677,democrat
1615,democrat
2022,democrat
2481,democrat
2959,democrat
1512,republican
566,republican
1217,republican
98,democrat
2749,democrat
1287,democrat
2701,democrat
474,democrat
1456,democrat
254,democrat
318,republican
302,democrat
1888,republican
2527,republican
1981,democrat
2978,republican
2988,democrat
2426,republican
1665,republican
412,democrat
1044,republican
2077,republican
749,democrat
1423,republican
3104,democrat
1917,republican
278,democrat
888,democrat
851,republican
1233,republican
2700,republican
586,democrat
987,democrat
2150,democrat
1374,republican
1155,republican
2829,republican
1062,republican
2443,republican
1776,democrat
345,democrat
2060,democrat
603,republican
1275,democrat
624,republican
3016,democrat
2268,democrat
2315,republican
1657,republican
1245,democrat
1070,republican
2468,democrat
1733,republican
2571,republican
1922,democrat
816,democrat
3215,democrat
3057,democrat
1478,democrat
216,democrat
2594,republican
458,democrat
2199,democrat
2238,republican
1743,republican
2330,democrat
1455,republican
1733,democrat
1499,democrat
406,republican
144,republican
780,democrat
816,republican
2543,democrat
1452,republican
1840,republican
1260,republican
680,democrat
1934,democrat
1157,democrat
788,democrat
2128,democrat
1650,democrat
2323,republican
1952,republican
2786,republican
2837,democrat
2808,democrat
1785,democrat
2007,democrat
3002,democrat
3171,democrat
2107,republican
1632,democrat
1124,democrat
1266,republican
3061,republican
1757,democrat
734,republican
138,republican
363,republican
2464,republican
2710,republican
1682,republican
3206,republican
673,republican
1090,republican
2131,democrat
220,democrat
1330,republican
944,democrat
2228,democrat
1184,republican
2730,democrat
1171,republican
107,republican
1445,republican
2377,democrat
2447,republican
2557,democrat
275,republican
2654,republican
2115,republican
2932,democrat
593,republican
1976,republican
3076,democrat
499,republican
835,democrat
314,democrat
758,democrat
918,republican
699,democrat
57,democrat
1582,republican
1039,democrat
1527,democrat
739,democrat
2816,republican
1214,democrat
2133,republican
2067,republican
1389,democrat
1232,democrat
3046,democrat
2467,republican
2554,democrat
877,republican
46,republican
1479,democrat
2350,democrat
1858,republican
2087,republican
668,democrat
2966,republican
2885,republican
1498,republican
3211,republican
485,democrat
1066,democrat
2673,democrat
2406,democrat
1328,republican
160,republican
1784,democrat
1823,republican
1861,republican
122,republican
2021,republican
2765,democrat
1673,democrat
2860,democrat
51,republican
1358,democrat
126,democrat
1364,republican
752,republican
1597,republican
1152,republican
2552,republican
300,democrat
3098,republican
2494,democrat
2639,republican
1118,republican
2816,democrat
2192,democrat
1991,democrat
2901,democrat
557,democrat
852,democrat
32,democrat
2315,republican
3113,democrat
2284,republican
2709,republican
2044,democrat
1114,republican
382,democrat
309,republican
1832,republican
332,democrat
736,democrat
1470,republican
2000,republican
800,democrat
2095,republican
804,democrat
2500,democrat
409,democrat
2533,republican
2965,democrat
338,democrat
585,democrat
3005,republican
3162,democrat
229,republican
2915,republican
1108,democrat
2393,republican
1610,democrat
1676,republican
856,republican
1310,democrat
561,republican
1813,republican
1419,democrat
2710,democrat
2935,republican
2043,republican
3223,democrat
1911,democrat
833,democrat
1723,democrat
1440,republican
2580,republican
1523,democrat
1649,republican
1558,republican
2620,democrat
3218,republican
2744,republican
2555,republican
1460,democrat
3213,republican
1812,democrat
2621,republican
1562,republican
429,democrat
1989,republican
1038,democrat
1105,democrat
2296,republican
326,democrat
2899,republican
2979,republican
2637,republican
967,republican
2916,democrat
356,democrat
240,democrat
3137,democrat
827,democrat
740,republican
3071,democrat
574,republican
123,republican
2878,republican
1047,democrat
2766,republican
3213,republican
559,republican
44,republican
205,democrat
2089,democrat
2550,republican
2989,republican
72,republican
2450,democrat
2726,republican
1075,democrat
2150,republican
2103,democrat
1597,republican
1720,democrat
440,democrat
1658,republican
2455,democrat
1084,democrat
1043,democrat
2512,democrat
2043,democrat
2480,democrat
1889,republican
702,democrat
2639,republican
2062,republican
1036,democrat
646,democrat
489,democrat
196,republican
1926,republican
1099,democrat
105,republican
2700,democrat
2965,republican
2160,republican
2640,republican
3064,democrat
2799,republican
661,democrat
1283,democrat
1449,democrat
2882,republican
620,republican
2451,democrat
3014,republican
2015,republican
181,republican
3087,democrat
963,republican
3179,republican
1074,democrat
2371,republican
943,republican
2655,republican
1749,republican
1618,democrat
1909,republican
3102,democrat
778,democrat
380,republican
323,republican
2642,democrat
488,republican
287,republican
1131,republican
2667,democrat
420,republican
3146,democrat
63,republican
1524,republican
2318,republican
1944,republican
1831,democrat
2405,republican
1183,democrat
650,republican
3170,democrat
3171,republican
1143,republican
2619,democrat
2313,democrat
2572,republican
1061,democrat
2096,republican
608,republican
1431,republican
1830,republican
2165,democrat
2897,republican
1925,democrat
368,democrat
3088,republican
3202,democrat
2954,republican
2522,republican
1608,democrat
266,republican
2508,republican
124,democrat
272,democrat
1600,democrat
2520,republican
141,republican
869,democrat
2886,democrat
723,republican
2845,republican
3105,republican
692,republican
2126,democrat
2311,democrat
982,republican
1200,republican
2110,democrat
3126,democrat
2803,democrat
1865,democrat
1387,democrat
704,democrat
34,republican
1166,democrat
972,democrat
1496,republican
66,republican
2276,democrat
2639,democrat
163,republican
201,democrat
1818,republican
3041,democrat
1647,democrat
1584,republican
3213,democrat
2941,democrat
1589,democrat
309,republican
1558,democrat
3096,republican
1726,republican
836,democrat
1838,democrat
2017,republican
1099,republican
1957,democrat
1527,republican
2945,democrat
3135,republican
1354,republican
2018,republican
1410,republican
2703,republican
2553,democrat
1883,republican
184,democrat
519,democrat
62,republican
739,republican
2762,democrat
2516,democrat
1728,democrat
1611,democrat
1345,democrat
229,democrat
657,democrat
533,republican
1385,republican
1621,republican
2468,republican
588,republican
2901,democrat
1883,republican
242,republican
2940,republican
2960,republican
2092,republican
149,republican
605,democrat
1256,republican
2542,democrat
2394,republican
2644,republican
2545,republican
2397,democrat
2702,democrat
3197,democrat
2361,republican
2603,republican
1527,republican
3092,republican
2066,republican
236,republican
1404,democrat
240,republican
1962,democrat
3068,democrat
1026,democrat
126,republican
1053,democrat
1293,republican
2661,republican
2814,republican
805,democrat
2753,republican
2371,republican
2202,republican
2791,republican
2658,republican
633,democrat
695,republican
3128,republican
3151,democrat
2170,republican
2462,democrat
551,democrat
2777,democrat
1432,democrat
2504,democrat
1832,democrat
1018,republican
1464,democrat
2225,republican
1541,democrat
2892,republican
1487,republican
2215,democrat
1545,republican
3208,democrat
879,democrat
2565,republican
1336,republican
2631,democrat
3129,democrat
386,democrat
3137,republican
1714,democrat
1564,democrat
2317,republican
2645,democrat
662,republican
2760,republican
3186,democrat
2825,democrat
1685,republican
2539,democrat
960,republican
957,democrat
732,republican
2057,republican
1678,republican
1926,democrat
1437,democrat
274,republican
543,democrat
2985,democrat
1620,democrat
1860,democrat
1563,republican
738,republican
1679,democrat
1438,republican
1372,democrat
2872,democrat
2389,republican
1971,republican
2721,democrat
1367,democrat
2350,republican
1333,republican
2657,republican
2826,democrat
2662,republican
449,democrat
2140,republican
1452,democrat
2685,republican
2918,republican
493,democrat
1010,republican
3043,republican
619,democrat
2478,democrat
1181,democrat
1106,democrat
790,republican
1551,democrat
1599,democrat
2198,republican
1145,republican
966,democrat
1586,democrat
1682,republican
1036,democrat
1785,democrat
2779,democrat
1387,republican
1334,democrat
2224,republican
2927,democrat
2862,republican
278,democrat
2344,democrat
443,republican
1441,democrat
2595,republican
1941,democrat
1872,republican
483,democrat
1336,republican
41,democrat
1027,republican
1458,republican
2495,republican
780,republican
1633,democrat
255,democrat
2209,democrat
283,republican
589,republican
2917,democrat
2,republican
1240,democrat
2587,democrat
862,republican
903,republican
842,democrat
632,democrat
2301,republican
2150,republican
418,democrat
731,democrat
2094,republican
1722,democrat
543,republican
246,republican
835,democrat
2674,democrat
3224,republican
388,republican
2616,democrat
2174,democrat
2813,democrat
377,republican
1859,democrat
1446,democrat
81,democrat
847,democrat
344,democrat
2329,republican
2028,republican
614,democrat
1475,republican
1364,democrat
615,democrat
2117,republican
3127,republican
107,republican
3133,republican
1392,democrat
919,republican
3172,republican
1071,republican
1907,republican
474,republican
712,republican
3114,republican
2039,democrat
524,democrat
1898,democrat
1821,democrat
2757,republican
1875,democrat
2101,democrat
2824,democrat
2465,republican
357,democrat
1012,republican
2384,democrat
1042,democrat
284,republican
221,democrat
24,democrat
2956,republican
616,republican
273,republican
1329,republican
2136,democrat
874,republican
1889,republican
265,democrat
1075,republican
2222,democrat
391,republican
801,republican
2380,republican
893,republican
37,democrat
2071,democrat
2312,republican
239,democrat
1435,democrat
2831,republican
2205,republican
843,democrat
2129,democrat
995,republican
1364,democrat
1784,republican
743,democrat
1150,democrat
3124,democrat
1674,republican
404,democrat
3089,republican
2366,republican
2427,democrat
93,democrat
2161,republican
1800,republican
883,democrat
2779,republican
1468,democrat
342,republican
2946,democrat
2191,democrat
860,republican
2115,republican
2805,republican
2155,democrat
2314,republican
2309,democrat
2209,republican
1020,republican
2387,democrat
1863,democrat
1167,republican
2297,republican
658,democrat
3062,republican
2387,democrat
2216,republican
3170,republican
1660,democrat
3193,democrat
2762,democrat
1472,democrat
530,republican
2356,republican
2193,republican
372,democrat
423,democrat
102,republican
844,republican
597,republican
645,democrat
2482,democrat
516,republican
2903,republican
2291,republican
2713,democrat
3090,republican
913,republican
1149,republican
2873,democrat
483,republican
1614,republican
1048,republican
909,republican
2842,democrat
1372,democrat
2626,republican
1605,republican
2458,democrat
1300,republican
1560,democrat
1240,republican
96,republican
1882,republican
622,republican
2452,democrat
1588,democrat
2539,democrat
2931,republican
2731,democrat
3178,democrat
1686,republican
3045,republican
1255,republican
96,republican
2810,republican
1934,democrat
2031,democrat
280,democrat
240,republican
2584,democrat
55,democrat
923,republican
1456,democrat
2677,democrat
1085,democrat
1387,republican
442,republican
2098,democrat
1353,democrat
1547,democrat
1847,republican
3228,democrat
1697,democrat
1082,republican
1309,republican
2110,republican
1473,republican
1415,republican
2018,republican
2604,republican
1471,republican
2459,republican
1895,democrat
367,republican
2236,republican
2354,democrat
1830,democrat
2388,democrat
1569,republican
709,democrat
1015,republican
2436,republican
2080,republican
1087,democrat
1724,republican
103,republican
3064,democrat
445,democrat
2702,democrat
1606,democrat
2577,democrat
2861,republican
1026,democrat
168,democrat
2102,republican
1832,republican
2889,republican
2651,democrat
2440,republican
43,republican
3155,democrat
2595,republican
863,republican
2671,democrat
89,republican
2923,democrat
1241,democrat
3139,democrat
2298,democrat
2155,democrat
948,republican
762,democrat
975,democrat
270,republican
1093,republican
1053,democrat
477,democrat
3103,democrat
2469,democrat
2875,democrat
3192,republican
164,republican
2744,democrat
2950,democrat
1356,democrat
2876,democrat
887,republican
110,democrat
1815,republican
2092,republican
502,republican
644,republican
2169,democrat
2444,republican
145,democrat
121,democrat
2133,republican
2582,republican
2879,republican
1020,democrat
2297,republican
793,democrat
941,democrat
225,democrat
642,democrat
589,republican
407,republican
2503,republican
1232,democrat
520,republican
1656,republican
2186,democrat
1858,democrat
1631,republican
2551,democrat
334,republican
115,democrat
3119,democrat
2419,republican
2586,republican
2909,democrat
2955,democrat
2566,republican
2170,democrat
1582,republican
946,republican
1088,republican
2598,democrat
954,republican
1481,republican
1938,democrat
3050,republican
3155,democrat
1864,republican
1222,republican
1448,democrat
3107,democrat
1288,democrat
1223,democrat
686,democrat
2644,democrat
1694,democrat
1561,democrat
224,democrat
2079,democrat
2326,democrat
899,democrat
2546,democrat
1066,democrat
1149,democrat
2455,democrat
1203,republican
3006,republican
2262,democrat
2174,republican
1828,republican
1688,republican
2400,republican
79,democrat
1300,democrat
1547,republican
383,republican
1431,democrat
85,republican
334,democrat
3147,democrat
3164,democrat
104,democrat
1995,republican
2447,democrat
2144,democrat
1522,republican
3120,democrat
1610,democrat
2159,democrat
226,democrat
1293,democrat
1508,republican
596,democrat
1145,democrat
1490,democrat
681,democrat
1286,democrat
1272,republican
2194,republican
854,democrat
2940,democrat
606,democrat
1003,democrat
410,democrat
1926,democrat
369,republican
554,republican
265,republican
887,democrat
1206,democrat
1440,republican
2403,republican
1277,republican
1931,democrat
579,democrat
919,republican
2427,democrat
2692,democrat
2749,republican
650,democrat
1340,democrat
1189,democrat
2672,democrat
3117,republican
252,republican
1616,republican
2863,democrat
2605,democrat
11,democrat
826,democrat
2650,republican
3037,democrat
631,democrat
92,democrat
2416,republican
2928,republican
217,democrat
2753,democrat
2064,republican
2363,democrat
865,democrat
2602,republican
2023,republican
463,democrat
1621,republican
632,democrat
372,republican
3059,democrat
1684,republican
2792,republican
305,democrat
1760,democrat
1295,democrat
2460,democrat
3233,democrat
1199,democrat
3200,democrat
685,republican
1268,democrat
321,republican
438,republican
90,republican
2430,republican
1940,republican
1052,democrat
1414,democrat
3168,republican
1714,democrat
1713,democrat
2334,republican
2291,republican
2734,democrat
785,democrat
2830,republican
1988,democrat
2756,democrat
776,republican
2454,republican
661,republican
1166,republican
2938,republican
716,democrat
1553,republican
1201,democrat
1117,republican
2639,republican
1092,republican
265,democrat
685,republican
425,democrat
1579,democrat
1572,republican
2982,republican
287,republican
663,republican
2746,democrat
95,republican
1425,republican
1312,democrat
774,republican
2196,democrat
2207,democrat
2508,democrat
2898,democrat
3102,republican
2644,republican
1763,democrat
3192,republican
2308,democrat
2859,republican
441,democrat
3086,republican
62,democrat
2961,republican
29,democrat
1109,democrat
1662,republican
3165,democrat
2816,republican
518,republican
419,republican
1738,democrat
142,republican
2929,democrat
3123,republican
3142,democrat
656,republican
195,republican
2538,republican
460,republican
1117,democrat
579,democrat
2629,democrat
2263,democrat
138,democrat
1088,democrat
1713,republican
2939,republican
1874,republican
2009,democrat
1438,democrat
0,democrat
2154,democrat
553,democrat
755,republican
1603,democrat
2287,democrat
3,republican
1187,democrat
639,republican
2933,republican
859,republican
2398,republican
3106,republican
2647,republican
2106,democrat
2148,republican
1818,democrat
2507,democrat
1370,republican
2877,democrat
3170,republican
1743,democrat
1910,republican
1482,republican
2265,democrat
3069,republican
614,republican
1240,democrat
3212,democrat
943,republican
934,democrat
2385,democrat
2561,democrat
1094,democrat
1386,republican
2438,republican
15,democrat
608,republican
1733,democrat
2977,democrat
2797,democrat
701,republican
2761,republican
1185,democrat
1113,republican
488,republican
192,republican
1395,democrat
1210,democrat
1375,democrat
1776,democrat
1074,republican
2163,republican
1318,democrat
387,republican
1562,republican
1335,democrat
2064,democrat
2432,republican
2090,democrat
1268,democrat
2723,republican
1559,republican
634,republican
2396,republican
1278,republican
518,republican
10,democrat
1544,democrat
2981,republican
1471,republican
2850,democrat
902,republican
2318,democrat
1196,republican
397,democrat
2158,republican
1382,republican
1631,democrat
1908,republican
900,democrat
269,democrat
1751,republican
1810,republican
893,democrat
2911,republican
2901,republican
1409,republican
2799,democrat
1898,republican
2745,democrat
1462,democrat
689,democrat
2838,democrat
2671,democrat
1062,democrat
2473,republican
62,democrat
35,democrat
2312,republican
32,republican
1029,republican
613,democrat
1143,democrat
898,republican
442,democrat
1647,democrat
1926,republican
475,republican
2614,democrat
552,republican
1553,republican
2276,republican
1457,democrat
587,republican
2224,democrat
2249,democrat
933,republican
329,republican
2561,democrat
2696,democrat
3135,democrat
2558,democrat
2321,republican
1509,democrat
2234,democrat
3028,republican
1828,democrat
1253,republican
1996,democrat
1480,republican
2262,democrat
254,democrat
873,republican
2550,republican
658,democrat
